SaleID,SaleDate,StoreName,Region,OpeningDate,ProductName,Category,UnitPrice,QuantitySold,Revenue
307522,2021-11-06,Store P-15,West,2015-12-23,Clothing Sneakers 90,Clothing,70.01,2,140.02
307523,2020-06-20,Store K-36,Prairies,2015-08-22,Home Lamp 23,Home,122.8,1,122.8
307524,2025-03-07,Store A-52,Atlantic,2016-05-03,Electronics Camera 64,Electronics,761.58,1,761.58
307525,2021-05-03,Store R-43,Prairies,2015-09-13,Grocery Beans 03,Grocery,7.4,1,7.4
307526,2024-01-25,Store C-28,Prairies,2015-10-06,Toys Board Game 74,Toys,20.81,2,41.62
307527,2022-01-26,Store S-44,Central,2015-12-01,Electronics Camera 95,Electronics,450.78,1,450.78
307528,2020-06-03,Store P-41,West,2016-07-26,Grocery Rice 33,Grocery,4.94,1,4.94
307529,2020-09-13,Store C-54,Prairies,2015-12-21,Clothing Socks 31,Clothing,150.0,1,150.0
307530,2024-11-14,Store Q-16,Central,2015-09-19,Outdoor Gloves 14,Outdoor,104.49,2,208.98
307531,2021-11-04,Store G-06,Central,2015-10-05,Home Chair 96,Home,41.51,1,41.51
307532,2021-11-03,Store C-28,Prairies,2015-10-06,Electronics Drone 15,Electronics,359.94,1,359.94
307533,2024-01-12,Store V-21,Prairies,2015-07-13,Clothing Scarf 14,Clothing,86.58,1,86.58
307534,2020-09-15,Store G-58,Central,2016-01-20,Clothing Hat 59,Clothing,23.54,2,47.08
307535,2020-11-02,Store A-00,Prairies,2016-02-20,Clothing Socks 87,Clothing,52.79,2,105.58
307536,2023-01-23,Store E-56,Atlantic,2015-09-07,Electronics TV 44,Electronics,1242.71,1,1242.71
307537,2020-09-02,Store F-57,Central,2015-10-23,Outdoor Lantern 31,Outdoor,347.6,1,347.6
307538,2024-07-16,Store C-02,West,2015-11-04,Clothing Hoodie 03,Clothing,84.54,2,169.08
307539,2020-07-05,Store B-53,Atlantic,2016-01-25,Clothing Hat 35,Clothing,21.29,3,63.87
307540,2024-12-02,Store C-28,Prairies,2015-10-06,Grocery Olive Oil 53,Grocery,2.0,1,2.0
307541,2022-07-13,Store T-45,West,2016-09-08,Clothing Hoodie 24,Clothing,29.46,1,29.46
307542,2022-02-23,Store E-04,Atlantic,2016-09-11,Clothing Jacket 12,Clothing,107.42,3,322.26
307543,2024-05-14,Store F-57,Central,2015-10-23,Clothing Scarf 14,Clothing,86.58,1,86.58
307544,2023-09-22,Store K-36,Prairies,2015-08-22,Outdoor Bike Helmet 06,Outdoor,125.59,1,125.59
307545,2020-12-06,Store C-54,Prairies,2015-12-21,Beauty Face Cream 11,Beauty,55.57,1,55.57
307546,2021-07-16,Store O-40,Central,2016-04-14,Electronics TV 46,Electronics,183.23,1,183.23
307547,2021-10-12,Store G-32,Central,2015-09-10,Toys Blocks 03,Toys,29.78,4,119.12
307548,2023-04-08,Store K-10,North,2015-08-03,Outdoor Backpack 28,Outdoor,56.51,1,56.51
307549,2020-03-09,Store L-11,Prairies,2016-01-22,Outdoor Backpack 76,Outdoor,96.92,1,96.92
307550,2024-05-02,Store C-28,Prairies,2015-10-06,Electronics Speaker 07,Electronics,470.96,1,470.96
307551,2023-07-24,Store A-52,Atlantic,2016-05-03,Clothing Jeans 73,Clothing,43.98,2,87.96
307552,2023-01-27,Store G-06,Central,2015-10-05,Beauty Lotion 55,Beauty,74.71,1,74.71
307553,2022-07-04,Store H-59,Prairies,2016-01-14,Toys Yo-yo 81,Toys,16.08,2,32.16
307554,2021-04-05,Store A-52,Atlantic,2016-05-03,Outdoor Grill 10,Outdoor,157.31,1,157.31
307555,2022-04-23,Store X-23,Prairies,2016-01-04,Clothing Belt 20,Clothing,91.87,1,91.87
307556,2021-07-27,Store P-15,West,2015-12-23,Toys Action Figure 47,Toys,32.67,1,32.67
307557,2020-04-28,Store D-55,Central,2016-05-12,Home Lamp 34,Home,302.26,1,302.26
307558,2021-10-07,Store H-07,Central,2016-02-28,Toys Action Figure 47,Toys,32.67,1,32.67
307559,2024-01-18,Store V-21,Prairies,2015-07-13,Home Fan 91,Home,142.4,2,284.8
307560,2025-09-04,Store F-05,Prairies,2016-04-06,Grocery Rice 33,Grocery,4.94,1,4.94
307561,2024-02-22,Store F-57,Central,2015-10-23,Electronics Drone 15,Electronics,359.94,1,359.94
307562,2025-07-24,Store L-37,West,2015-10-25,Clothing Sneakers 08,Clothing,65.18,1,65.18
307563,2022-10-28,Store U-20,Atlantic,2016-04-16,Grocery Olive Oil 50,Grocery,10.07,1,10.07
307564,2022-08-26,Store Q-16,Central,2015-09-19,Outdoor Cooler 06,Outdoor,115.7,1,115.7
307565,2025-07-03,Store B-27,Central,2015-10-26,Beauty Shampoo 58,Beauty,20.8,1,20.8
307566,2024-03-19,Store F-05,Prairies,2016-04-06,Electronics Tablet 54,Electronics,409.45,1,409.45
307567,2024-02-20,Store B-53,Atlantic,2016-01-25,Grocery Beans 54,Grocery,3.38,1,3.38
307568,2022-11-14,Store E-30,Prairies,2016-01-24,Grocery Coffee 43,Grocery,8.5,1,8.5
307569,2021-10-16,Store R-43,Prairies,2015-09-13,Clothing Hoodie 11,Clothing,42.22,1,42.22
307570,2025-05-08,Store O-14,Prairies,2015-09-26,Beauty Perfume 83,Beauty,62.97,1,62.97
307571,2021-07-08,Store E-30,Prairies,2016-01-24,Electronics Laptop 72,Electronics,470.2,1,470.2
307572,2021-02-28,Store N-13,Prairies,2015-11-05,Outdoor Backpack 76,Outdoor,96.92,1,96.92
307573,2020-10-19,Store W-48,Atlantic,2015-11-06,Home Desk 02,Home,68.6,1,68.6
307574,2023-04-23,Store U-46,Central,2015-12-19,Clothing Hat 97,Clothing,25.16,1,25.16
307575,2021-03-06,Store I-08,Prairies,2016-01-11,Clothing T-Shirt 37,Clothing,42.49,2,84.98
307576,2020-11-12,Store E-04,Atlantic,2016-09-11,Grocery Rice 25,Grocery,2.0,1,2.0
307577,2021-02-01,Store X-49,West,2016-01-29,Clothing Jacket 11,Clothing,46.55,1,46.55
307578,2023-09-09,Store G-06,Central,2015-10-05,Beauty Face Cream 88,Beauty,59.19,1,59.19
307579,2024-05-07,Store G-32,Central,2015-09-10,Toys Slime 88,Toys,59.19,1,59.19
307580,2021-08-18,Store G-32,Central,2015-09-10,Electronics TV 81,Electronics,646.96,1,646.96
307581,2025-04-27,Store M-12,Prairies,2016-08-18,Beauty Mask 77,Beauty,49.82,1,49.82
307582,2022-07-04,Store J-35,Atlantic,2016-05-06,Beauty Mask 36,Beauty,58.37,1,58.37
307583,2023-06-09,Store E-30,Prairies,2016-01-24,Grocery Cereal 53,Grocery,7.23,1,7.23
307584,2022-09-02,Store E-30,Prairies,2016-01-24,Electronics Tablet 82,Electronics,244.71,1,244.71
307585,2022-12-11,Store V-21,Prairies,2015-07-13,Outdoor Tent 17,Outdoor,111.26,1,111.26
307586,2023-05-29,Store Y-50,Prairies,2015-08-26,Clothing Jeans 71,Clothing,42.59,1,42.59
307587,2023-12-22,Store F-05,Prairies,2016-04-06,Electronics Router 34,Electronics,257.0,1,257.0
307588,2023-03-12,Store A-26,Central,2015-11-20,Clothing Hoodie 94,Clothing,32.19,1,32.19
307589,2025-07-21,Store P-15,West,2015-12-23,Electronics TV 93,Electronics,212.05,1,212.05
307590,2020-12-28,Store Y-50,Prairies,2015-08-26,Toys Action Figure 61,Toys,10.91,1,10.91
307591,2020-08-21,Store N-13,Prairies,2015-11-05,Beauty Mask 02,Beauty,69.57,1,69.57
307592,2024-09-27,Store T-45,West,2016-09-08,Electronics TV 59,Electronics,374.95,1,374.95
307593,2020-01-27,Store K-36,Prairies,2015-08-22,Grocery Rice 00,Grocery,6.41,1,6.41
307594,2024-02-03,Store A-52,Atlantic,2016-05-03,Electronics TV 44,Electronics,1242.71,2,2485.42
307595,2020-04-02,Store J-35,Atlantic,2016-05-06,Clothing Scarf 71,Clothing,72.32,1,72.32
307596,2020-11-04,Store H-33,Central,2016-03-11,Electronics TV 59,Electronics,374.95,1,374.95
307597,2020-02-21,Store V-47,Prairies,2015-10-27,Home Fan 91,Home,142.4,1,142.4
307598,2020-11-14,Store H-33,Central,2016-03-11,Electronics Laptop 57,Electronics,291.1,1,291.1
307599,2025-06-15,Store Y-50,Prairies,2015-08-26,Beauty Mask 36,Beauty,58.37,2,116.74
307600,2020-06-29,Store C-02,West,2015-11-04,Grocery Rice 25,Grocery,2.0,2,4.0
307601,2024-05-11,Store D-29,Central,2016-05-29,Grocery Cereal 53,Grocery,7.23,2,14.46
307602,2021-10-08,Store W-48,Atlantic,2015-11-06,Outdoor Water Bottle 21,Outdoor,283.89,2,567.78
307603,2025-05-15,Store Y-50,Prairies,2015-08-26,Beauty Sunscreen 81,Beauty,30.4,1,30.4
307604,2023-07-07,Store X-49,West,2016-01-29,Electronics Tablet 21,Electronics,164.16,1,164.16
307605,2025-07-17,Store K-36,Prairies,2015-08-22,Clothing Jeans 94,Clothing,54.07,1,54.07
307606,2020-12-01,Store H-59,Prairies,2016-01-14,Clothing Socks 87,Clothing,52.79,1,52.79
307607,2024-04-25,Store L-11,Prairies,2016-01-22,Grocery Cereal 53,Grocery,7.23,1,7.23
307608,2024-03-05,Store L-11,Prairies,2016-01-22,Grocery Chocolate 65,Grocery,8.83,1,8.83
307609,2022-09-16,Store B-01,Prairies,2015-11-17,Clothing Hoodie 94,Clothing,32.19,2,64.38
307610,2023-07-02,Store H-59,Prairies,2016-01-14,Home Blender 19,Home,63.57,1,63.57
307611,2021-05-28,Store V-21,Prairies,2015-07-13,Grocery Granola 78,Grocery,7.47,2,14.94
307612,2025-07-22,Store T-45,West,2016-09-08,Beauty Face Cream 15,Beauty,29.2,1,29.2
307613,2020-08-29,Store D-03,Prairies,2015-11-04,Electronics Drone 79,Electronics,369.63,1,369.63
307614,2024-09-29,Store S-18,West,2015-12-05,Grocery Olive Oil 75,Grocery,4.52,1,4.52
307615,2021-10-29,Store L-37,West,2015-10-25,Grocery Granola 75,Grocery,6.54,1,6.54
307616,2021-08-16,Store F-31,Central,2015-10-15,Clothing T-Shirt 23,Clothing,26.54,1,26.54
307617,2020-09-12,Store M-12,Prairies,2016-08-18,Home Microwave 44,Home,98.28,4,393.12
307618,2024-02-11,Store C-28,Prairies,2015-10-06,Grocery Rice 00,Grocery,6.41,1,6.41
307619,2021-07-14,Store G-06,Central,2015-10-05,Toys Puzzle 86,Toys,14.16,1,14.16
307620,2023-08-27,Store G-32,Central,2015-09-10,Outdoor Tent 48,Outdoor,113.63,1,113.63
307621,2021-02-10,Store F-05,Prairies,2016-04-06,Outdoor Water Bottle 19,Outdoor,159.52,1,159.52
307622,2025-02-03,Store M-38,West,2015-10-04,Beauty Soap 74,Beauty,87.11,1,87.11
307623,2025-08-24,Store J-09,North,2015-05-14,Toys Action Figure 61,Toys,10.91,1,10.91
307624,2024-09-06,Store G-32,Central,2015-09-10,Toys Action Figure 77,Toys,31.1,1,31.1
307625,2020-09-15,Store H-07,Central,2016-02-28,Beauty Face Cream 11,Beauty,55.57,1,55.57
307626,2021-12-23,Store Y-24,North,2016-04-01,Electronics Router 34,Electronics,257.0,1,257.0
307627,2023-07-06,Store V-21,Prairies,2015-07-13,Grocery Rice 04,Grocery,6.05,1,6.05
307628,2021-09-05,Store T-45,West,2016-09-08,Clothing Hoodie 94,Clothing,32.19,2,64.38
307629,2024-08-21,Store M-38,West,2015-10-04,Clothing Sneakers 08,Clothing,65.18,1,65.18
307630,2025-06-01,Store E-56,Atlantic,2015-09-07,Home Toaster 78,Home,40.74,1,40.74
307631,2022-03-23,Store D-55,Central,2016-05-12,Beauty Sunscreen 79,Beauty,27.12,2,54.24
307632,2024-11-21,Store R-43,Prairies,2015-09-13,Toys Blocks 46,Toys,17.11,1,17.11
307633,2020-11-26,Store U-46,Central,2015-12-19,Grocery Granola 72,Grocery,6.48,1,6.48
307634,2023-05-01,Store L-37,West,2015-10-25,Grocery Juice 20,Grocery,17.62,1,17.62
307635,2024-03-24,Store P-41,West,2016-07-26,Grocery Cereal 05,Grocery,8.4,1,8.4
307636,2023-10-29,Store L-37,West,2015-10-25,Toys Doll 06,Toys,13.45,1,13.45
307637,2021-01-21,Store S-18,West,2015-12-05,Electronics Laptop 80,Electronics,634.33,1,634.33
307638,2024-02-27,Store V-21,Prairies,2015-07-13,Home Toaster 12,Home,163.04,1,163.04
307639,2024-12-22,Store I-34,West,2016-05-24,Electronics Speaker 63,Electronics,391.51,2,783.02
307640,2024-12-22,Store R-43,Prairies,2015-09-13,Clothing Scarf 71,Clothing,72.32,1,72.32
307641,2024-12-19,Store Z-25,Prairies,2016-01-01,Grocery Pasta 92,Grocery,13.19,1,13.19
307642,2024-02-24,Store I-08,Prairies,2016-01-11,Electronics Speaker 32,Electronics,416.14,1,416.14
307643,2023-05-25,Store B-27,Central,2015-10-26,Home Toaster 26,Home,180.17,1,180.17
307644,2020-11-15,Store F-57,Central,2015-10-23,Grocery Olive Oil 58,Grocery,9.83,1,9.83
307645,2021-02-02,Store N-13,Prairies,2015-11-05,Toys Action Figure 77,Toys,31.1,2,62.2
307646,2025-03-29,Store N-39,Central,2015-11-11,Clothing Scarf 30,Clothing,32.7,1,32.7
307647,2020-04-14,Store H-59,Prairies,2016-01-14,Grocery Rice 25,Grocery,2.0,1,2.0
307648,2021-11-26,Store W-22,West,2015-07-03,Clothing T-Shirt 85,Clothing,19.0,1,19.0
307649,2020-11-25,Store B-53,Atlantic,2016-01-25,Toys Plush 82,Toys,71.89,1,71.89
307650,2021-10-21,Store Z-51,West,2015-10-01,Beauty Lipstick 18,Beauty,70.78,1,70.78
307651,2022-03-31,Store U-20,Atlantic,2016-04-16,Electronics Camera 70,Electronics,282.14,1,282.14
307652,2025-05-26,Store F-05,Prairies,2016-04-06,Beauty Mask 83,Beauty,10.39,1,10.39
307653,2024-11-28,Store L-11,Prairies,2016-01-22,Grocery Pasta 40,Grocery,26.65,1,26.65
307654,2021-04-06,Store W-22,West,2015-07-03,Electronics Laptop 80,Electronics,634.33,1,634.33
307655,2024-05-26,Store F-57,Central,2015-10-23,Home Blender 04,Home,185.22,1,185.22
307656,2024-08-02,Store Q-16,Central,2015-09-19,Clothing T-Shirt 06,Clothing,34.93,1,34.93
307657,2025-09-05,Store D-55,Central,2016-05-12,Home Lamp 35,Home,147.84,4,591.36
307658,2020-09-27,Store L-11,Prairies,2016-01-22,Clothing Socks 61,Clothing,26.22,2,52.44
307659,2021-01-19,Store G-58,Central,2016-01-20,Clothing Hoodie 11,Clothing,42.22,1,42.22
307660,2020-02-29,Store R-17,Central,2015-10-28,Grocery Rice 25,Grocery,2.0,1,2.0
307661,2023-02-04,Store M-38,West,2015-10-04,Beauty Conditioner 08,Beauty,83.71,1,83.71
307662,2020-08-07,Store D-03,Prairies,2015-11-04,Outdoor Cooler 06,Outdoor,115.7,3,347.1
307663,2024-01-04,Store S-18,West,2015-12-05,Beauty Face Cream 15,Beauty,29.2,2,58.4
307664,2025-03-21,Store N-13,Prairies,2015-11-05,Grocery Coffee 53,Grocery,9.01,1,9.01
307665,2024-05-14,Store A-00,Prairies,2016-02-20,Electronics Laptop 50,Electronics,655.87,1,655.87
307666,2020-04-05,Store J-09,North,2015-05-14,Outdoor Lantern 09,Outdoor,333.68,1,333.68
307667,2022-09-15,Store J-35,Atlantic,2016-05-06,Grocery Tea 36,Grocery,2.51,1,2.51
307668,2023-01-17,Store X-23,Prairies,2016-01-04,Electronics Monitor 47,Electronics,643.62,1,643.62
307669,2025-04-29,Store R-43,Prairies,2015-09-13,Electronics Phone 69,Electronics,900.45,1,900.45
307670,2022-08-25,Store O-40,Central,2016-04-14,Beauty Shampoo 63,Beauty,89.96,1,89.96
307671,2020-09-02,Store V-47,Prairies,2015-10-27,Electronics TV 46,Electronics,183.23,1,183.23
307672,2020-08-21,Store Z-51,West,2015-10-01,Clothing Socks 61,Clothing,26.22,2,52.44
307673,2023-02-25,Store X-49,West,2016-01-29,Electronics Tablet 69,Electronics,640.81,1,640.81
307674,2023-06-14,Store B-27,Central,2015-10-26,Outdoor Tent 45,Outdoor,247.66,1,247.66
307675,2022-03-13,Store S-18,West,2015-12-05,Beauty Perfume 85,Beauty,25.99,1,25.99
307676,2023-11-18,Store E-30,Prairies,2016-01-24,Grocery Pasta 05,Grocery,10.17,1,10.17
307677,2021-10-16,Store G-32,Central,2015-09-10,Clothing T-Shirt 37,Clothing,42.49,1,42.49
307678,2020-04-20,Store S-18,West,2015-12-05,Electronics TV 44,Electronics,1242.71,1,1242.71
307679,2020-03-30,Store G-32,Central,2015-09-10,Toys Action Figure 37,Toys,15.14,1,15.14
307680,2022-02-01,Store G-06,Central,2015-10-05,Grocery Juice 58,Grocery,17.89,1,17.89
307681,2023-07-27,Store O-14,Prairies,2015-09-26,Electronics Drone 01,Electronics,303.61,1,303.61
307682,2023-09-18,Store S-44,Central,2015-12-01,Grocery Granola 61,Grocery,7.32,1,7.32
307683,2022-11-02,Store L-11,Prairies,2016-01-22,Beauty Sunscreen 07,Beauty,65.3,2,130.6
307684,2024-01-04,Store I-08,Prairies,2016-01-11,Electronics Headphones 87,Electronics,410.34,1,410.34
307685,2020-04-07,Store R-17,Central,2015-10-28,Home Vacuum 46,Home,400.0,3,1200.0
307686,2023-02-17,Store W-22,West,2015-07-03,Clothing Hoodie 73,Clothing,18.81,1,18.81
307687,2020-10-19,Store T-19,Prairies,2015-07-30,Outdoor Water Bottle 14,Outdoor,380.13,1,380.13
307688,2025-01-13,Store W-22,West,2015-07-03,Grocery Beans 48,Grocery,7.28,1,7.28
307689,2024-09-30,Store I-08,Prairies,2016-01-11,Grocery Juice 37,Grocery,10.43,2,20.86
307690,2022-10-21,Store K-10,North,2015-08-03,Toys Puzzle 86,Toys,14.16,1,14.16
307691,2021-10-13,Store O-14,Prairies,2015-09-26,Outdoor Backpack 83,Outdoor,270.73,1,270.73
307692,2025-09-22,Store Y-24,North,2016-04-01,Grocery Coffee 43,Grocery,8.5,1,8.5
307693,2025-03-21,Store U-20,Atlantic,2016-04-16,Grocery Chocolate 07,Grocery,10.81,1,10.81
307694,2024-09-17,Store V-47,Prairies,2015-10-27,Toys Plush 02,Toys,33.16,1,33.16
307695,2022-12-03,Store F-31,Central,2015-10-15,Electronics Phone 69,Electronics,900.45,1,900.45
307696,2024-12-21,Store I-34,West,2016-05-24,Electronics Headphones 87,Electronics,410.34,1,410.34
307697,2020-09-09,Store H-33,Central,2016-03-11,Grocery Pasta 40,Grocery,26.65,1,26.65
307698,2020-05-11,Store Y-24,North,2016-04-01,Electronics Speaker 07,Electronics,470.96,1,470.96
307699,2025-03-22,Store G-58,Central,2016-01-20,Electronics Laptop 57,Electronics,291.1,1,291.1
307700,2025-03-25,Store C-02,West,2015-11-04,Beauty Perfume 83,Beauty,62.97,1,62.97
307701,2024-08-06,Store N-13,Prairies,2015-11-05,Toys RC Car 86,Toys,15.42,1,15.42
307702,2023-02-06,Store R-17,Central,2015-10-28,Electronics Headphones 43,Electronics,644.77,4,2579.08
307703,2022-11-24,Store A-52,Atlantic,2016-05-03,Outdoor Kayak 27,Outdoor,255.89,3,767.67
307704,2025-04-09,Store D-55,Central,2016-05-12,Clothing T-Shirt 37,Clothing,42.49,1,42.49
307705,2020-07-05,Store Y-50,Prairies,2015-08-26,Beauty Perfume 85,Beauty,25.99,1,25.99
307706,2022-08-06,Store Z-25,Prairies,2016-01-01,Grocery Chocolate 65,Grocery,8.83,1,8.83
307707,2020-09-20,Store C-54,Prairies,2015-12-21,Clothing Hoodie 11,Clothing,42.22,2,84.44
307708,2025-06-20,Store F-05,Prairies,2016-04-06,Electronics TV 40,Electronics,425.51,1,425.51
307709,2021-06-05,Store N-39,Central,2015-11-11,Toys Yo-yo 89,Toys,26.82,1,26.82
307710,2024-04-13,Store E-56,Atlantic,2015-09-07,Beauty Mask 52,Beauty,85.46,2,170.92
307711,2022-02-21,Store T-45,West,2016-09-08,Beauty Shampoo 58,Beauty,20.8,1,20.8
307712,2021-06-18,Store Q-16,Central,2015-09-19,Clothing Jacket 12,Clothing,51.23,1,51.23
307713,2020-07-28,Store Q-42,Central,2016-01-30,Beauty Lotion 23,Beauty,21.95,1,21.95
307714,2025-09-24,Store R-17,Central,2015-10-28,Beauty Soap 34,Beauty,35.27,1,35.27
307715,2024-04-12,Store G-06,Central,2015-10-05,Beauty Soap 74,Beauty,87.11,1,87.11
307716,2020-01-26,Store Q-42,Central,2016-01-30,Grocery Rice 33,Grocery,4.94,1,4.94
307717,2020-06-23,Store L-11,Prairies,2016-01-22,Clothing Dress 68,Clothing,21.73,1,21.73
307718,2024-03-19,Store G-06,Central,2015-10-05,Beauty Lotion 55,Beauty,74.71,4,298.84
307719,2023-08-27,Store H-33,Central,2016-03-11,Beauty Shampoo 63,Beauty,89.96,1,89.96
307720,2020-11-17,Store L-37,West,2015-10-25,Grocery Granola 04,Grocery,10.28,1,10.28
307721,2024-05-21,Store C-02,West,2015-11-04,Home Lamp 60,Home,52.81,2,105.62
307722,2023-03-04,Store A-00,Prairies,2016-02-20,Grocery Granola 04,Grocery,10.28,1,10.28
307723,2020-02-24,Store A-52,Atlantic,2016-05-03,Home Microwave 39,Home,144.47,1,144.47
307724,2024-04-15,Store G-06,Central,2015-10-05,Clothing Scarf 89,Clothing,48.05,3,144.15
307725,2024-05-28,Store J-35,Atlantic,2016-05-06,Electronics TV 40,Electronics,425.51,1,425.51
307726,2025-02-15,Store F-57,Central,2015-10-23,Clothing Scarf 89,Clothing,48.05,2,96.1
307727,2024-02-17,Store E-30,Prairies,2016-01-24,Toys Doll 06,Toys,13.45,2,26.9
307728,2025-08-29,Store I-08,Prairies,2016-01-11,Beauty Mask 51,Beauty,36.13,1,36.13
307729,2020-11-28,Store X-23,Prairies,2016-01-04,Electronics Laptop 19,Electronics,842.92,2,1685.84
307730,2024-04-27,Store L-37,West,2015-10-25,Grocery Rice 01,Grocery,7.04,1,7.04
307731,2022-06-25,Store T-45,West,2016-09-08,Electronics Phone 18,Electronics,838.02,1,838.02
307732,2022-06-29,Store K-36,Prairies,2015-08-22,Outdoor Backpack 76,Outdoor,96.92,1,96.92
307733,2021-02-04,Store B-01,Prairies,2015-11-17,Beauty Conditioner 66,Beauty,98.0,4,392.0
307734,2022-08-07,Store I-08,Prairies,2016-01-11,Grocery Juice 38,Grocery,3.01,1,3.01
307735,2023-08-22,Store W-22,West,2015-07-03,Electronics Camera 90,Electronics,767.2,1,767.2
307736,2025-09-06,Store Q-42,Central,2016-01-30,Outdoor Lantern 91,Outdoor,199.62,1,199.62
307737,2025-03-25,Store J-35,Atlantic,2016-05-06,Beauty Face Cream 99,Beauty,68.38,1,68.38
307738,2020-04-10,Store C-02,West,2015-11-04,Toys Plush 13,Toys,13.9,1,13.9
307739,2021-07-04,Store V-47,Prairies,2015-10-27,Electronics Tablet 44,Electronics,946.71,1,946.71
307740,2024-09-01,Store K-36,Prairies,2015-08-22,Clothing Jeans 94,Clothing,54.07,2,108.14
307741,2020-12-18,Store B-53,Atlantic,2016-01-25,Grocery Cereal 53,Grocery,7.23,1,7.23
307742,2022-10-15,Store Z-25,Prairies,2016-01-01,Clothing Sneakers 90,Clothing,70.01,1,70.01
307743,2023-03-25,Store D-29,Central,2016-05-29,Home Lamp 34,Home,302.26,1,302.26
307744,2023-01-02,Store Y-24,North,2016-04-01,Clothing T-Shirt 06,Clothing,34.93,1,34.93
307745,2022-09-06,Store R-43,Prairies,2015-09-13,Outdoor Backpack 76,Outdoor,96.92,1,96.92
307746,2023-09-17,Store S-44,Central,2015-12-01,Electronics TV 81,Electronics,646.96,1,646.96
307747,2022-01-08,Store R-43,Prairies,2015-09-13,Clothing Scarf 65,Clothing,44.54,1,44.54
307748,2022-09-03,Store R-17,Central,2015-10-28,Electronics Laptop 80,Electronics,634.33,2,1268.66
307749,2023-10-03,Store M-38,West,2015-10-04,Grocery Rice 25,Grocery,2.0,1,2.0
307750,2024-12-06,Store U-20,Atlantic,2016-04-16,Grocery Granola 72,Grocery,6.48,1,6.48
307751,2022-08-10,Store X-49,West,2016-01-29,Home Microwave 20,Home,159.18,1,159.18
307752,2021-04-25,Store D-03,Prairies,2015-11-04,Clothing Scarf 71,Clothing,72.32,1,72.32
307753,2023-05-22,Store C-02,West,2015-11-04,Clothing Hoodie 03,Clothing,84.54,2,169.08
307754,2020-04-17,Store G-06,Central,2015-10-05,Grocery Rice 01,Grocery,7.04,2,14.08
307755,2022-08-30,Store M-12,Prairies,2016-08-18,Beauty Mask 77,Beauty,49.82,2,99.64
307756,2024-06-14,Store C-02,West,2015-11-04,Electronics Headphones 87,Electronics,410.34,2,820.68
307757,2021-12-04,Store E-04,Atlantic,2016-09-11,Electronics Drone 00,Electronics,278.06,1,278.06
307758,2022-05-24,Store S-18,West,2015-12-05,Grocery Juice 51,Grocery,2.0,1,2.0
307759,2023-12-18,Store F-05,Prairies,2016-04-06,Beauty Sunscreen 79,Beauty,27.12,1,27.12
307760,2023-06-27,Store V-47,Prairies,2015-10-27,Clothing Sneakers 08,Clothing,65.18,1,65.18
307761,2021-07-13,Store D-03,Prairies,2015-11-04,Electronics TV 44,Electronics,1242.71,2,2485.42
307762,2020-04-26,Store C-54,Prairies,2015-12-21,Toys RC Car 40,Toys,13.97,1,13.97
307763,2022-05-23,Store A-52,Atlantic,2016-05-03,Electronics Monitor 45,Electronics,1205.96,1,1205.96
307764,2022-08-25,Store M-12,Prairies,2016-08-18,Electronics Laptop 28,Electronics,842.04,2,1684.08
307765,2024-04-17,Store E-04,Atlantic,2016-09-11,Electronics Drone 82,Electronics,968.85,1,968.85
307766,2020-02-13,Store G-06,Central,2015-10-05,Electronics Laptop 11,Electronics,598.22,1,598.22
307767,2021-05-23,Store H-33,Central,2016-03-11,Home Vacuum 03,Home,139.62,1,139.62
307768,2025-07-04,Store K-36,Prairies,2015-08-22,Electronics Monitor 84,Electronics,163.21,1,163.21
307769,2023-04-03,Store T-19,Prairies,2015-07-30,Clothing Dress 69,Clothing,26.94,1,26.94
307770,2023-08-08,Store R-17,Central,2015-10-28,Electronics Drone 82,Electronics,968.85,2,1937.7
307771,2022-04-28,Store G-32,Central,2015-09-10,Grocery Granola 61,Grocery,7.32,1,7.32
307772,2025-02-22,Store S-18,West,2015-12-05,Clothing Dress 68,Clothing,21.73,1,21.73
307773,2022-07-05,Store E-56,Atlantic,2015-09-07,Beauty Sunscreen 79,Beauty,27.12,1,27.12
307774,2022-03-09,Store X-23,Prairies,2016-01-04,Electronics Monitor 96,Electronics,860.79,2,1721.58
307775,2022-05-25,Store N-13,Prairies,2015-11-05,Grocery Beans 67,Grocery,11.36,4,45.44
307776,2024-10-26,Store I-08,Prairies,2016-01-11,Beauty Perfume 13,Beauty,84.28,1,84.28
307777,2022-03-29,Store M-38,West,2015-10-04,Outdoor Lantern 09,Outdoor,333.68,3,1001.04
307778,2022-08-02,Store T-19,Prairies,2015-07-30,Electronics Monitor 45,Electronics,1205.96,1,1205.96
307779,2022-06-25,Store L-11,Prairies,2016-01-22,Grocery Olive Oil 58,Grocery,9.83,1,9.83
307780,2020-01-13,Store Q-16,Central,2015-09-19,Beauty Mask 51,Beauty,36.13,2,72.26
307781,2021-08-25,Store S-18,West,2015-12-05,Clothing Belt 93,Clothing,61.43,1,61.43
307782,2020-07-18,Store L-37,West,2015-10-25,Clothing Sneakers 08,Clothing,65.18,1,65.18
307783,2024-11-26,Store L-11,Prairies,2016-01-22,Electronics Tablet 04,Electronics,634.62,1,634.62
307784,2021-03-23,Store R-43,Prairies,2015-09-13,Beauty Conditioner 57,Beauty,31.36,1,31.36
307785,2024-12-16,Store S-18,West,2015-12-05,Beauty Mask 02,Beauty,69.57,1,69.57
