SaleID,SaleDate,StoreID,ProductID,QuantitySold
307326,2022-01-31,1021,2131,1
307327,2025-01-07,1034,2029,2
307328,2024-04-04,1007,2136,2
307329,2021-11-06,1056,2057,2
307330,2020-04-01,1050,2202,1
307331,2022-12-28,1041,2087,1
307332,2020-02-06,1060,2306,3
307333,2024-11-22,1001,2089,1
307334,2023-04-16,1026,2033,1
307335,2025-01-10,1052,2282,1
307336,2025-03-09,1027,2135,1
307337,2020-05-16,1001,2116,1
307338,2024-07-21,1010,2283,1
307339,2024-05-01,1027,2210,1
307340,2022-08-29,1041,2171,1
307341,2021-10-23,1010,2107,4
307342,2024-12-15,1028,2096,1
307343,2021-02-18,1001,2186,1
307344,2020-12-08,1029,2161,1
307345,2020-05-25,1054,2091,1
307346,2020-11-18,1036,2060,1
307347,2023-06-29,1027,2262,4
307348,2025-02-21,1010,2221,2
307349,2021-08-23,1013,2318,1
307350,2021-04-19,1005,2166,1
307351,2024-02-24,1045,2318,1
307352,2021-07-28,1005,2150,2
307353,2020-12-12,1024,2172,1
307354,2024-02-19,1045,2069,1
307355,2021-01-16,1043,2049,1
307356,2023-07-27,1035,2301,1
307357,2020-03-12,1035,2314,1
307358,2023-01-22,1006,2176,1
307359,2023-10-28,1012,2090,1
307360,2023-09-21,1033,2304,1
307361,2021-10-25,1022,2256,2
307362,2024-02-24,1002,2059,1
307363,2025-03-06,1048,2098,1
307364,2020-02-09,1040,2002,1
307365,2023-10-14,1020,2186,1
307366,2025-07-23,1006,2169,1
307367,2023-07-01,1036,2054,1
307368,2022-08-23,1022,2111,2
307369,2025-03-15,1016,2301,1
307370,2021-12-01,1044,2208,1
307371,2021-05-25,1020,2276,1
307372,2023-07-07,1008,2268,2
307373,2021-08-06,1030,2295,1
307374,2022-09-10,1050,2014,1
307375,2021-04-03,1051,2086,1
307376,2025-03-20,1051,2135,1
307377,2022-03-26,1026,2206,1
307378,2020-09-03,1048,2195,1
307379,2021-12-30,1051,2081,1
307380,2021-02-20,1028,2063,1
307381,2022-11-20,1020,2142,4
307382,2021-01-02,1043,2082,1
307383,2020-04-17,1055,2308,1
307384,2022-04-18,1059,2308,2
307385,2021-02-21,1018,2038,3
307386,2024-07-01,1058,2227,1
307387,2022-03-31,1031,2075,1
307388,2023-11-22,1019,2231,1
307389,2021-11-13,1060,2246,1
307390,2020-09-12,1053,2016,1
307391,2022-04-17,1042,2224,1
307392,2021-07-06,1054,2287,1
307393,2020-06-29,1041,2071,1
307394,2020-06-05,1027,2038,1
307395,2024-01-17,1058,2182,1
307396,2021-07-24,1058,2166,1
307397,2022-05-06,1020,2283,1
307398,2024-11-19,1022,2146,1
307399,2024-09-23,1024,2135,2
307400,2022-11-13,1050,2230,1
307401,2024-02-05,1048,2026,1
307402,2023-11-24,1060,2019,1
307403,2021-08-14,1029,2162,1
307404,2021-02-24,1045,2030,1
307405,2020-12-13,1052,2301,1
307406,2020-06-14,1014,2210,1
307407,2022-07-25,1038,2242,1
307408,2020-12-13,1033,2075,1
307409,2021-02-01,1045,2159,2
307410,2021-08-05,1042,2044,1
307411,2024-05-19,1049,2066,1
307412,2020-11-03,1019,2182,1
307413,2020-04-08,1014,2093,1
307414,2023-06-19,1048,2293,1
307415,2020-06-06,1022,2319,1
307416,2021-07-07,1018,2002,1
307417,2021-10-12,1021,2244,1
307418,2022-12-04,1004,2038,1
307419,2024-02-04,1047,2184,1
307420,2025-02-21,1043,2075,1
307421,2022-01-03,1034,2308,1
307422,2025-05-04,1043,2280,1
307423,2020-04-01,1023,2191,1
307424,2024-06-15,1018,2058,1
307425,2023-04-30,1052,2251,1
307426,2023-01-05,1026,2167,1
307427,2023-07-28,1013,2197,1
307428,2023-10-19,1045,2231,1
307429,2020-06-27,1021,2136,1
307430,2020-10-06,1014,2003,1
307431,2022-11-08,1002,2119,1
307432,2024-06-06,1059,2135,2
307433,2021-01-05,1029,2120,1
307434,2024-12-05,1010,2266,4
307435,2024-08-30,1046,2109,2
307436,2020-10-30,1054,2136,1
307437,2023-09-10,1032,2020,3
307438,2023-12-31,1002,2231,1
307439,2023-04-08,1023,2070,2
307440,2025-08-23,1015,2077,1
307441,2021-10-30,1039,2188,1
307442,2021-05-14,1032,2315,2
307443,2023-11-15,1022,2134,1
307444,2024-04-21,1040,2107,4
307445,2021-06-13,1036,2012,4
307446,2025-06-29,1055,2253,2
307447,2023-05-04,1036,2086,1
307448,2022-01-24,1031,2247,2
307449,2022-03-25,1050,2093,1
307450,2021-12-27,1013,2010,1
307451,2021-12-31,1015,2160,1
307452,2022-04-07,1047,2290,2
307453,2023-08-24,1028,2069,1
307454,2025-08-08,1026,2051,1
307455,2022-05-24,1054,2061,1
307456,2025-06-26,1037,2222,2
307457,2024-08-04,1048,2120,1
307458,2021-08-30,1049,2084,1
307459,2025-09-04,1008,2110,1
307460,2024-01-17,1040,2101,1
307461,2021-09-26,1058,2174,1
307462,2023-04-24,1030,2044,1
307463,2021-04-28,1044,2164,1
307464,2022-12-10,1034,2102,1
307465,2025-03-29,1013,2298,1
307466,2025-08-14,1013,2138,1
307467,2021-08-11,1027,2034,1
307468,2023-05-13,1030,2299,2
307469,2025-05-27,1031,2300,1
307470,2025-08-20,1058,2057,2
307471,2022-08-06,1006,2262,1
307472,2025-08-17,1024,2276,1
307473,2025-09-10,1032,2116,1
307474,2025-06-30,1058,2053,2
307475,2024-10-07,1031,2256,1
307476,2021-01-21,1047,2010,1
307477,2023-06-05,1045,2199,2
307478,2024-11-25,1034,2111,1
307479,2024-02-07,1008,2191,1
307480,2020-07-25,1014,2253,2
307481,2024-12-23,1015,2266,1
307482,2024-11-15,1003,2320,2
307483,2022-03-03,1024,2206,1
307484,2024-09-20,1037,2073,2
307485,2022-10-02,1009,2091,1
307486,2022-07-30,1012,2142,1
307487,2023-03-11,1043,2271,1
307488,2024-08-04,1011,2120,1
307489,2021-03-24,1008,2221,1
307490,2021-08-14,1059,2015,1
307491,2020-03-22,1001,2140,1
307492,2023-11-07,1020,2055,1
307493,2024-01-20,1002,2300,2
307494,2022-12-15,1051,2254,1
307495,2021-02-22,1035,2046,2
307496,2020-03-28,1003,2131,1
307497,2020-08-02,1038,2027,1
307498,2024-10-24,1008,2240,2
307499,2024-02-29,1031,2063,2
307500,2024-09-13,1041,2258,1
307501,2024-02-10,1009,2025,2
307502,2020-11-04,1031,2183,1
307503,2020-08-18,1028,2195,1
307504,2020-06-03,1056,2109,2
307505,2023-04-13,1060,2054,1
307506,2020-04-24,1040,2106,2
307507,2023-11-14,1052,2159,1
307508,2020-11-06,1039,2310,1
307509,2022-09-19,1053,2145,2
307510,2022-11-07,1027,2062,2
307511,2020-01-12,1037,2009,3
307512,2023-11-28,1051,2003,1
307513,2025-07-06,1056,2136,1
307514,2021-12-30,1002,2097,3
307515,2023-07-25,1007,2038,1
307516,2023-10-08,1056,2056,1
307517,2025-07-29,1035,2114,1
307518,2021-06-24,1060,2221,1
307519,2020-03-17,1048,2196,1
307520,2020-01-24,1049,2027,1
307521,2022-11-04,1024,2047,1
307522,2021-11-06,1016,2291,2
307523,2020-06-20,1037,2024,1
307524,2025-03-07,1053,2065,1
307525,2021-05-03,1044,2104,1
307526,2024-01-25,1029,2075,2
307527,2022-01-26,1045,2096,1
307528,2020-06-03,1042,2234,1
307529,2020-09-13,1055,2032,1
307530,2024-11-14,1017,2115,2
307531,2021-11-04,1007,2197,1
307532,2021-11-03,1029,2016,1
307533,2024-01-12,1022,2015,1
307534,2020-09-15,1059,2160,2
307535,2020-11-02,1001,2288,2
307536,2023-01-23,1057,2145,1
307537,2020-09-02,1058,2132,1
307538,2024-07-16,1003,2004,2
307539,2020-07-05,1054,2236,3
307540,2024-12-02,1029,2054,1
307541,2022-07-13,1046,2225,1
307542,2022-02-23,1005,2113,3
307543,2024-05-14,1058,2015,1
307544,2023-09-22,1037,2107,1
307545,2020-12-06,1055,2212,1
307546,2021-07-16,1041,2247,1
307547,2021-10-12,1033,2204,4
307548,2023-04-08,1011,2229,1
307549,2020-03-09,1012,2077,1
307550,2024-05-02,1029,2308,1
307551,2023-07-24,1053,2074,2
307552,2023-01-27,1007,2056,1
307553,2022-07-04,1060,2082,2
307554,2021-04-05,1053,2311,1
307555,2022-04-23,1024,2021,1
307556,2021-07-27,1016,2248,1
307557,2020-04-28,1056,2035,1
307558,2021-10-07,1008,2248,1
307559,2024-01-18,1022,2092,2
307560,2025-09-04,1006,2234,1
307561,2024-02-22,1058,2016,1
307562,2025-07-24,1038,2109,1
307563,2022-10-28,1021,2151,1
307564,2022-08-26,1017,2007,1
307565,2025-07-03,1028,2059,1
307566,2024-03-19,1006,2055,1
307567,2024-02-20,1054,2155,1
307568,2022-11-14,1031,2044,1
307569,2021-10-16,1044,2312,1
307570,2025-05-08,1015,2284,1
307571,2021-07-08,1031,2073,1
307572,2021-02-28,1014,2077,1
307573,2020-10-19,1049,2303,1
307574,2023-04-23,1047,2098,1
307575,2021-03-06,1009,2138,2
307576,2020-11-12,1005,2226,1
307577,2021-02-01,1050,2112,1
307578,2023-09-09,1007,2289,1
307579,2024-05-07,1033,2189,1
307580,2021-08-18,1033,2182,1
307581,2025-04-27,1013,2178,1
307582,2022-07-04,1036,2037,1
307583,2023-06-09,1031,2254,1
307584,2022-09-02,1031,2183,1
307585,2022-12-11,1022,2018,1
307586,2023-05-29,1051,2272,1
307587,2023-12-22,1006,2235,1
307588,2023-03-12,1027,2095,1
307589,2025-07-21,1016,2094,1
307590,2020-12-28,1051,2162,1
307591,2020-08-21,1014,2003,1
307592,2024-09-27,1046,2260,1
307593,2020-01-27,1037,2301,1
307594,2024-02-03,1053,2145,2
307595,2020-04-02,1036,2172,1
307596,2020-11-04,1034,2260,1
307597,2020-02-21,1048,2092,1
307598,2020-11-14,1034,2158,1
307599,2025-06-15,1051,2037,2
307600,2020-06-29,1003,2226,2
307601,2024-05-11,1030,2254,2
307602,2021-10-08,1049,2022,2
307603,2025-05-15,1051,2282,1
307604,2023-07-07,1050,2122,1
307605,2025-07-17,1037,2295,1
307606,2020-12-01,1060,2288,1
307607,2024-04-25,1012,2254,1
307608,2024-03-05,1012,2266,1
307609,2022-09-16,1002,2095,2
307610,2023-07-02,1060,2120,1
307611,2021-05-28,1022,2079,2
307612,2025-07-22,1046,2116,1
307613,2020-08-29,1004,2180,1
307614,2024-09-29,1019,2276,1
307615,2021-10-29,1038,2176,1
307616,2021-08-16,1032,2224,1
307617,2020-09-12,1013,2045,4
307618,2024-02-11,1029,2301,1
307619,2021-07-14,1007,2187,1
307620,2023-08-27,1033,2249,1
307621,2021-02-10,1006,2320,1
307622,2025-02-03,1039,2275,1
307623,2025-08-24,1010,2162,1
307624,2024-09-06,1033,2278,1
307625,2020-09-15,1008,2212,1
307626,2021-12-23,1025,2235,1
307627,2023-07-06,1022,2205,1
307628,2021-09-05,1046,2095,2
307629,2024-08-21,1039,2109,1
307630,2025-06-01,1057,2179,1
307631,2022-03-23,1056,2280,2
307632,2024-11-21,1044,2147,1
307633,2020-11-26,1047,2173,1
307634,2023-05-01,1038,2121,1
307635,2024-03-24,1042,2006,1
307636,2023-10-29,1038,2207,1
307637,2021-01-21,1019,2181,1
307638,2024-02-27,1022,2313,1
307639,2024-12-22,1035,2164,2
307640,2024-12-22,1044,2172,1
307641,2024-12-19,1026,2093,1
307642,2024-02-24,1009,2033,1
307643,2023-05-25,1028,2227,1
307644,2020-11-15,1058,2259,1
307645,2021-02-02,1014,2278,2
307646,2025-03-29,1040,2131,1
307647,2020-04-14,1060,2226,1
307648,2021-11-26,1023,2086,1
307649,2020-11-25,1054,2083,1
307650,2021-10-21,1052,2319,1
307651,2022-03-31,1021,2271,1
307652,2025-05-26,1006,2084,1
307653,2024-11-28,1012,2141,1
307654,2021-04-06,1023,2181,1
307655,2024-05-26,1058,2005,1
307656,2024-08-02,1017,2307,1
307657,2025-09-05,1056,2036,4
307658,2020-09-27,1012,2262,2
307659,2021-01-19,1059,2312,1
307660,2020-02-29,1018,2226,1
307661,2023-02-04,1039,2309,1
307662,2020-08-07,1004,2007,3
307663,2024-01-04,1019,2116,2
307664,2025-03-21,1014,2154,1
307665,2024-05-14,1001,2251,1
307666,2020-04-05,1010,2210,1
307667,2022-09-15,1036,2237,1
307668,2023-01-17,1024,2048,1
307669,2025-04-29,1044,2270,1
307670,2022-08-25,1041,2264,1
307671,2020-09-02,1048,2247,1
307672,2020-08-21,1052,2262,2
307673,2023-02-25,1050,2070,1
307674,2023-06-14,1028,2046,1
307675,2022-03-13,1019,2286,1
307676,2023-11-18,1031,2306,1
307677,2021-10-16,1033,2138,1
307678,2020-04-20,1019,2145,1
307679,2020-03-30,1033,2238,1
307680,2022-02-01,1007,2159,1
307681,2023-07-27,1015,2102,1
307682,2023-09-18,1045,2062,1
307683,2022-11-02,1012,2008,2
307684,2024-01-04,1009,2188,1
307685,2020-04-07,1018,2047,3
307686,2023-02-17,1023,2274,1
307687,2020-10-19,1020,2315,1
307688,2025-01-13,1023,2149,1
307689,2024-09-30,1009,2038,2
307690,2022-10-21,1011,2187,1
307691,2021-10-13,1015,2184,1
307692,2025-09-22,1025,2044,1
307693,2025-03-21,1021,2208,1
307694,2024-09-17,1048,2103,1
307695,2022-12-03,1032,2270,1
307696,2024-12-21,1035,2188,1
307697,2020-09-09,1034,2141,1
307698,2020-05-11,1025,2308,1
307699,2025-03-22,1059,2158,1
307700,2025-03-25,1003,2284,1
307701,2024-08-06,1014,2087,1
307702,2023-02-06,1018,2144,4
307703,2022-11-24,1053,2028,3
307704,2025-04-09,1056,2138,1
307705,2020-07-05,1051,2286,1
307706,2022-08-06,1026,2266,1
307707,2020-09-20,1055,2312,2
307708,2025-06-20,1006,2241,1
307709,2021-06-05,1040,2090,1
307710,2024-04-13,1057,2053,2
307711,2022-02-21,1046,2059,1
307712,2021-06-18,1017,2213,1
307713,2020-07-28,1043,2124,1
307714,2025-09-24,1018,2135,1
307715,2024-04-12,1007,2275,1
307716,2020-01-26,1043,2234,1
307717,2020-06-23,1012,2069,1
307718,2024-03-19,1007,2056,4
307719,2023-08-27,1034,2264,1
307720,2020-11-17,1038,2305,1
307721,2024-05-21,1003,2061,2
307722,2023-03-04,1001,2305,1
307723,2020-02-24,1053,2140,1
307724,2024-04-15,1007,2290,3
307725,2024-05-28,1036,2241,1
307726,2025-02-15,1058,2290,2
307727,2024-02-17,1031,2207,2
307728,2025-08-29,1009,2052,1
307729,2020-11-28,1024,2020,2
307730,2024-04-27,1038,2202,1
307731,2022-06-25,1046,2019,1
307732,2022-06-29,1037,2077,1
307733,2021-02-04,1002,2067,4
307734,2022-08-07,1009,2139,1
307735,2023-08-22,1023,2191,1
307736,2025-09-06,1043,2292,1
307737,2025-03-25,1036,2300,1
307738,2020-04-10,1003,2314,1
307739,2021-07-04,1048,2245,1
307740,2024-09-01,1037,2295,2
307741,2020-12-18,1054,2254,1
307742,2022-10-15,1026,2291,1
307743,2023-03-25,1030,2035,1
307744,2023-01-02,1025,2307,1
307745,2022-09-06,1044,2077,1
307746,2023-09-17,1045,2182,1
307747,2022-01-08,1044,2166,1
307748,2022-09-03,1018,2181,2
307749,2023-10-03,1039,2226,1
307750,2024-12-06,1021,2173,1
307751,2022-08-10,1050,2221,1
307752,2021-04-25,1004,2172,1
307753,2023-05-22,1003,2004,2
307754,2020-04-17,1007,2202,2
307755,2022-08-30,1013,2178,2
307756,2024-06-14,1003,2188,2
307757,2021-12-04,1005,2001,1
307758,2022-05-24,1019,2152,1
307759,2023-12-18,1006,2280,1
307760,2023-06-27,1048,2109,1
307761,2021-07-13,1004,2145,2
307762,2020-04-26,1055,2041,1
307763,2022-05-23,1053,2146,1
307764,2022-08-25,1013,2129,2
307765,2024-04-17,1005,2283,1
307766,2020-02-13,1007,2012,1
307767,2021-05-23,1034,2304,1
307768,2025-07-04,1037,2185,1
307769,2023-04-03,1020,2170,1
307770,2023-08-08,1018,2283,2
307771,2022-04-28,1033,2062,1
307772,2025-02-22,1019,2069,1
307773,2022-07-05,1057,2280,1
307774,2022-03-09,1024,2297,2
307775,2022-05-25,1014,2268,4
307776,2024-10-26,1009,2014,1
307777,2022-03-29,1039,2210,3
307778,2022-08-02,1020,2146,1
307779,2022-06-25,1012,2259,1
307780,2020-01-13,1017,2052,2
307781,2021-08-25,1019,2294,1
307782,2020-07-18,1038,2109,1
307783,2024-11-26,1012,2105,1
307784,2021-03-23,1044,2058,1
307785,2024-12-16,1019,2003,1
307786,2022-04-20,1030,2102,2
307787,2021-08-12,1040,2049,1
307788,2023-02-27,1033,2237,2
307789,2025-09-21,1040,2243,2
307790,2021-06-03,1020,2265,3
307791,2022-11-02,1058,2002,1
307792,2021-12-25,1028,2114,1
307793,2022-09-14,1020,2002,2
307794,2022-03-13,1018,2164,1
307795,2021-06-10,1003,2291,2
307796,2024-07-23,1042,2133,2
307797,2023-02-12,1017,2280,1
307798,2021-04-04,1058,2303,3
307799,2022-07-20,1014,2078,2
307800,2025-06-09,1032,2004,3
307801,2020-11-20,1044,2238,1
307802,2021-08-01,1052,2185,1
307803,2024-03-17,1010,2113,2
307804,2025-06-23,1060,2120,1
307805,2021-04-19,1055,2027,1
307806,2022-12-13,1058,2279,2
307807,2024-01-21,1051,2079,1
307808,2024-05-21,1053,2033,1
307809,2023-12-14,1037,2250,3
307810,2021-09-23,1051,2156,1
307811,2021-12-03,1033,2245,2
307812,2022-09-08,1033,2288,1
307813,2023-08-20,1034,2124,1
307814,2025-05-12,1060,2018,1
307815,2021-07-12,1007,2083,1
307816,2020-08-09,1048,2017,1
307817,2024-04-05,1017,2049,2
307818,2020-12-13,1022,2271,1
307819,2023-03-28,1005,2301,1
307820,2022-06-07,1022,2218,1
307821,2022-07-10,1060,2235,4
307822,2023-06-12,1025,2235,1
307823,2021-02-08,1041,2041,1
307824,2023-07-04,1008,2016,2
307825,2021-11-07,1056,2225,1
307826,2021-08-11,1050,2013,1
307827,2024-06-08,1024,2260,1
307828,2024-05-13,1022,2189,1
307829,2021-07-19,1027,2038,1
307830,2021-12-04,1025,2212,1
307831,2022-05-07,1016,2195,1
307832,2023-07-08,1060,2123,1
307833,2021-08-07,1049,2262,1
307834,2020-08-19,1017,2100,1
307835,2023-05-30,1059,2123,2
307836,2020-02-21,1001,2224,1
307837,2021-06-21,1027,2241,1
307838,2021-06-24,1035,2090,1
307839,2022-11-08,1003,2006,1
307840,2022-03-25,1010,2058,1
307841,2023-11-16,1016,2087,1
307842,2024-07-10,1044,2290,1
307843,2021-02-22,1057,2286,1
307844,2022-05-13,1038,2212,1
307845,2020-07-04,1034,2228,1
307846,2020-09-17,1033,2200,2
307847,2024-03-31,1022,2250,2
307848,2023-07-20,1050,2114,1
307849,2022-01-31,1033,2175,2
307850,2020-08-11,1015,2216,2
307851,2023-07-03,1008,2152,1
307852,2020-06-28,1060,2248,1
307853,2025-08-29,1001,2298,2
307854,2024-07-05,1057,2213,1
307855,2021-09-23,1014,2025,1
307856,2024-03-16,1040,2196,1
307857,2025-05-17,1019,2224,2
307858,2021-09-06,1052,2093,1
307859,2021-07-15,1033,2105,1
307860,2021-09-13,1009,2191,1
307861,2022-10-10,1017,2227,2
307862,2025-08-23,1020,2279,1
307863,2025-05-14,1054,2245,1
307864,2022-11-23,1046,2044,2
307865,2021-08-14,1050,2113,1
307866,2021-08-05,1004,2049,1
307867,2024-06-01,1035,2243,2
307868,2023-01-06,1060,2088,1
307869,2020-10-15,1047,2041,1
307870,2024-04-17,1008,2032,1
307871,2023-12-14,1041,2038,1
307872,2020-01-07,1045,2081,2
307873,2023-03-29,1032,2251,4
307874,2020-08-27,1005,2078,2
307875,2025-06-09,1002,2093,1
307876,2023-12-17,1057,2282,1
307877,2024-10-15,1016,2144,1
307878,2025-03-18,1023,2164,1
307879,2022-12-13,1048,2001,1
307880,2022-04-27,1042,2027,1
307881,2023-08-04,1059,2238,2
307882,2025-09-23,1006,2109,1
307883,2023-05-24,1043,2049,1
307884,2024-02-13,1005,2140,1
307885,2023-08-25,1001,2015,1
307886,2021-11-26,1008,2228,1
307887,2020-01-27,1038,2027,1
307888,2022-08-17,1041,2018,1
307889,2024-03-06,1027,2137,1
307890,2025-02-11,1003,2188,2
307891,2021-01-07,1039,2245,2
307892,2025-05-03,1006,2023,1
307893,2020-09-01,1009,2109,1
307894,2025-01-14,1031,2088,1
307895,2024-08-03,1021,2239,4
307896,2020-05-04,1029,2121,1
307897,2021-06-20,1039,2202,1
307898,2025-04-03,1010,2158,2
307899,2024-06-23,1054,2182,1
307900,2023-11-26,1034,2119,2
307901,2024-03-20,1002,2079,1
307902,2021-06-14,1038,2020,1
307903,2020-09-10,1029,2057,1
307904,2021-10-22,1043,2057,1
307905,2024-12-06,1047,2299,1
307906,2022-11-26,1057,2300,1
307907,2023-09-27,1060,2084,1
307908,2022-11-02,1034,2035,3
307909,2023-04-21,1034,2093,1
307910,2025-09-24,1002,2255,1
307911,2023-02-16,1052,2279,1
307912,2024-04-03,1002,2161,1
307913,2024-10-21,1039,2173,1
307914,2025-05-19,1006,2149,1
307915,2022-01-14,1018,2060,2
307916,2024-06-17,1009,2017,1
307917,2022-08-24,1009,2200,1
307918,2022-02-01,1005,2256,1
307919,2022-03-04,1020,2241,4
307920,2022-01-13,1026,2288,1
307921,2022-12-05,1029,2261,1
307922,2024-03-11,1027,2095,1
307923,2021-07-11,1032,2039,1
307924,2025-06-17,1052,2140,1
307925,2021-06-09,1039,2113,1
307926,2022-04-19,1001,2234,1
307927,2020-01-03,1011,2022,3
307928,2022-11-17,1022,2302,1
307929,2023-11-05,1058,2306,1
307930,2020-06-05,1005,2030,1
307931,2025-04-21,1043,2141,1
307932,2025-05-08,1002,2288,1
307933,2021-05-25,1022,2061,1
307934,2021-11-17,1046,2223,1
307935,2023-02-11,1021,2229,1
307936,2023-11-13,1027,2077,1
307937,2024-02-19,1055,2002,1
307938,2021-07-24,1004,2214,1
307939,2021-12-15,1032,2198,3
307940,2023-08-31,1023,2209,2
307941,2022-09-17,1058,2052,1
307942,2020-11-29,1048,2194,1
307943,2024-07-02,1008,2174,1
307944,2020-12-27,1056,2147,3
307945,2025-02-23,1014,2250,1
307946,2025-06-04,1006,2127,1
307947,2025-08-25,1033,2115,1
307948,2025-05-31,1045,2173,1
307949,2021-01-10,1043,2302,1
307950,2022-01-11,1033,2112,2
307951,2021-01-24,1030,2145,1
307952,2023-05-25,1059,2088,1
307953,2022-04-03,1050,2218,3
307954,2021-02-21,1042,2119,1
307955,2021-08-29,1013,2223,2
307956,2021-07-21,1050,2048,1
307957,2021-06-27,1045,2087,1
307958,2022-06-02,1060,2068,1
307959,2021-12-03,1008,2250,2
307960,2023-05-08,1043,2030,2
307961,2024-06-10,1059,2083,1
307962,2025-08-30,1029,2163,1
307963,2024-11-21,1044,2029,1
307964,2024-06-07,1059,2004,1
307965,2023-12-28,1033,2222,1
307966,2024-05-02,1042,2197,1
307967,2025-03-29,1002,2003,2
307968,2020-03-18,1032,2016,1
307969,2023-08-01,1016,2072,1
307970,2021-10-09,1008,2290,1
307971,2021-07-06,1043,2210,1
307972,2022-09-24,1003,2259,1
307973,2020-10-08,1055,2244,1
307974,2023-07-05,1032,2315,1
307975,2025-01-20,1040,2304,2
307976,2023-10-15,1016,2022,2
307977,2023-03-03,1012,2008,1
307978,2020-04-13,1015,2160,2
307979,2022-02-04,1015,2090,1
307980,2024-05-15,1052,2162,1
307981,2021-04-24,1047,2030,1
307982,2025-08-22,1051,2291,1
307983,2025-05-17,1044,2249,1
307984,2025-09-03,1039,2177,2
307985,2023-07-19,1032,2151,2
307986,2024-03-08,1017,2152,1
307987,2023-04-04,1043,2198,1
307988,2022-07-27,1008,2175,2
307989,2022-01-31,1031,2155,1
307990,2021-10-15,1013,2218,3
307991,2024-07-27,1031,2245,3
307992,2025-04-15,1018,2206,1
307993,2023-01-31,1004,2127,1
307994,2025-04-09,1031,2135,1
307995,2021-07-28,1012,2033,1
307996,2023-08-22,1010,2135,3
307997,2023-07-01,1024,2252,1
307998,2023-04-18,1022,2022,1
307999,2020-02-09,1052,2057,1
308000,2021-06-03,1034,2270,1
308001,2024-06-27,1052,2182,1
308002,2021-04-07,1009,2216,2
308003,2023-06-05,1022,2105,1
308004,2025-01-22,1034,2158,1
308005,2021-04-27,1009,2244,1
308006,2020-12-08,1008,2280,1
308007,2023-04-11,1040,2312,1
308008,2024-01-02,1040,2272,1
308009,2023-04-17,1015,2022,1
308010,2024-06-09,1015,2112,1
308011,2022-09-19,1045,2240,4
308012,2023-04-04,1007,2136,1
308013,2024-05-22,1056,2142,2
308014,2023-04-08,1057,2255,1
308015,2021-08-20,1053,2267,1
308016,2021-10-06,1014,2254,2
308017,2021-03-23,1001,2116,4
308018,2022-02-02,1057,2074,1
308019,2022-01-04,1021,2117,1
308020,2024-06-30,1019,2226,1
308021,2021-08-23,1017,2119,1
308022,2022-09-07,1015,2018,1
308023,2024-11-17,1044,2257,2
308024,2021-08-02,1055,2021,1
308025,2022-02-21,1047,2319,1
308026,2021-06-15,1041,2276,1
308027,2024-02-21,1018,2306,4
308028,2021-09-03,1033,2267,1
308029,2025-06-28,1015,2034,1
308030,2023-01-05,1007,2137,1
308031,2024-07-28,1008,2290,1
308032,2023-11-16,1037,2031,2
308033,2023-12-06,1003,2100,2
308034,2022-05-24,1059,2151,1
308035,2020-08-04,1060,2146,1
308036,2021-01-10,1009,2302,2
308037,2024-05-28,1027,2128,1
308038,2020-01-11,1046,2079,1
308039,2024-06-01,1058,2145,1
308040,2022-03-28,1054,2129,1
308041,2023-07-20,1016,2201,1
308042,2021-11-21,1006,2318,1
308043,2024-05-18,1018,2177,1
308044,2024-03-12,1027,2150,1
308045,2023-03-01,1022,2190,1
308046,2025-05-01,1047,2313,1
308047,2022-02-22,1016,2201,1
308048,2025-05-26,1052,2041,2
308049,2025-02-19,1014,2292,3
308050,2022-02-23,1022,2189,2
308051,2021-01-31,1028,2052,1
308052,2022-12-17,1018,2075,2
308053,2024-02-12,1046,2040,2
308054,2025-07-26,1026,2307,2
308055,2024-06-02,1054,2023,1
308056,2021-04-04,1058,2245,1
308057,2021-06-29,1052,2110,1
308058,2021-05-11,1032,2027,1
308059,2021-05-19,1031,2141,1
308060,2022-12-28,1014,2001,2
308061,2024-06-25,1036,2262,3
308062,2021-12-18,1058,2174,1
308063,2024-05-11,1005,2147,1
308064,2023-11-09,1045,2266,1
308065,2020-09-25,1052,2167,1
308066,2025-04-30,1060,2191,1
308067,2024-01-17,1021,2261,1
308068,2024-03-21,1022,2232,1
308069,2022-05-14,1015,2212,1
308070,2020-04-19,1048,2226,1
308071,2021-10-11,1009,2087,1
308072,2025-09-29,1017,2039,2
308073,2024-02-08,1018,2200,2
308074,2023-01-15,1023,2073,3
308075,2021-08-18,1026,2016,1
308076,2022-09-05,1034,2084,3
308077,2021-12-31,1058,2232,1
308078,2020-02-26,1016,2228,1
308079,2024-11-18,1047,2289,1
308080,2024-08-28,1041,2217,4
308081,2023-07-10,1007,2143,1
308082,2020-04-21,1049,2086,1
308083,2021-12-11,1006,2244,1
308084,2023-04-16,1045,2134,1
308085,2022-08-05,1043,2262,1
308086,2020-01-26,1042,2272,1
308087,2022-01-27,1017,2114,1
308088,2024-12-05,1035,2112,1
308089,2024-04-04,1046,2292,1
308090,2025-01-15,1039,2129,1
308091,2023-01-09,1048,2227,3
308092,2021-10-23,1042,2123,1
308093,2022-06-27,1017,2235,1
308094,2021-06-05,1009,2057,2
308095,2025-01-30,1039,2268,1
308096,2024-10-25,1046,2315,1
308097,2022-02-28,1009,2246,1
308098,2023-07-21,1012,2117,1
308099,2024-09-25,1001,2178,3
308100,2020-06-20,1033,2215,2
308101,2020-09-21,1033,2063,1
